,subwayNo,Line,subwayName,address_kor1,address_kor2,address_kor3,latitude,longitude
144,2534,5,광화문,서울특별시 종로구 세종대로 지하172 (세종로),서울특별시 종로구 세종대로 지하172 ,서울특별시 종로구 광화문역,37.5716162,126.9769026
145,2535,5,종로3가,서울특별시 종로구 종로 지하 129 (종로3가),서울특별시 종로구 종로 지하 129 ,서울특별시 종로구 종로3가역,37.5704309,126.9922249
146,2536,5,을지로4가,서울특별시 중구 을지로 지하 178 (을지로4가),서울특별시 중구 을지로 지하 178 ,서울특별시 중구 을지로4가역,37.55725255,126.99382100905797
147,2537,5,동대문역사문화공원,서울특별시 중구 을지로 지하 279 (을지로7가),서울특별시 중구 을지로 지하 279 ,서울특별시 중구 동대문역사문화공원역,37.5652615,127.0081233
148,2538,5,청구,서울특별시 중구 청구로 지하77 (신당동),서울특별시 중구 청구로 지하77 ,서울특별시 중구 청구역,37.55994,127.01461
149,2539,5,신금호,서울특별시 성동구 금호로 지하154 (금호동2가),서울특별시 성동구 금호로 지하154 ,서울특별시 성동구 신금호역,37.55558,127.02008
150,2540,5,행당,서울특별시 성동구 행당로 지하89 (행당동),서울특별시 성동구 행당로 지하89 ,서울특별시 성동구 행당역,37.55705,127.02872
151,2541,5,왕십리,서울특별시 성동구 왕십리로 지하300 (행당동),서울특별시 성동구 왕십리로 지하300 ,서울특별시 성동구 왕십리역,37.5611426,127.0354423
152,2542,5,마장,서울특별시 성동구 마장로 지하296 (마장동),서울특별시 성동구 마장로 지하296 ,서울특별시 성동구 마장역,37.56542,127.04173
153,2543,5,답십리,서울특별시 성동구 천호대로 지하300(용답동),서울특별시 성동구 천호대로 지하300,서울특별시 성동구 답십리역,37.5668136,127.0526992
154,2544,5,장한평,서울특별시 동대문구 천호대로 지하405 (장안동),서울특별시 동대문구 천호대로 지하405 ,서울특별시 동대문구 장한평역,37.56262,127.06514
155,2545,5,군자,서울특별시 광진구 천호대로 지하550,서울특별시 광진구 천호대로 지하550,서울특별시 광진구 군자역,37.5572448,127.0795575
156,2546,5,아차산,서울특별시 광진구 천호대로 지하657,서울특별시 광진구 천호대로 지하657,서울특별시 광진구 아차산역,37.5516981,127.0897955
157,2547,5,광나루,서울특별시 광진구 아차산로 지하571 (광장동),서울특별시 광진구 아차산로 지하571 ,서울특별시 광진구 광나루역,37.54508,127.10326
158,2548,5,천호,서울특별시 강동구 천호대로 지하997 (천호동),서울특별시 강동구 천호대로 지하997 ,서울특별시 강동구 천호역,37.53595,127.12271
159,2549,5,강동,서울특별시 강동구 천호대로 지하1097 (천호동),서울특별시 강동구 천호대로 지하1097 ,서울특별시 강동구 강동역,,
160,2550,5,길동,서울특별시 강동구 양재대로 지하1480 (길동),서울특별시 강동구 양재대로 지하1480 ,서울특별시 강동구 길동역,37.5376,127.14006
161,2551,5,굽은다리,서울특별시 강동구 양재대로 지하1572 (명일동),서울특별시 강동구 양재대로 지하1572 ,서울특별시 강동구 굽은다리역,37.5456375,127.1429622
162,2552,5,명일,서울특별시 강동구 양재대로 지하1632 (명일동),서울특별시 강동구 양재대로 지하1632 ,서울특별시 강동구 명일역,37.54977,127.14393
163,2553,5,고덕,서울특별시 강동구 고덕로 지하253 (고덕동),서울특별시 강동구 고덕로 지하253 ,서울특별시 강동구 고덕역,37.55498,127.15502
164,2554,5,상일동,서울특별시 강동구 고덕로 지하359 (상일동),서울특별시 강동구 고덕로 지하359 ,서울특별시 강동구 상일동역,,
165,2555,5,둔촌동,서울특별시 강동구 양재대로 지하1369 (둔촌동),서울특별시 강동구 양재대로 지하1369 ,서울특별시 강동구 둔촌동역,37.52757,127.13647
166,2556,5,올림픽공원,서울특별시 송파구 양재대로 지하1233,서울특별시 송파구 양재대로 지하1233,서울특별시 송파구 올림픽공원역,37.5165067,127.1308993
167,2557,5,방이,서울특별시 송파구 양재대로 지하1127 (방이동),서울특별시 송파구 양재대로 지하1127 ,서울특별시 송파구 방이역,37.5088199,127.1264659
168,2558,5,오금,서울특별시 송파구 오금로 지하 321 (오금동),서울특별시 송파구 오금로 지하 321 ,서울특별시 송파구 오금역,37.5019815,127.1281525
169,2559,5,개롱,서울특별시 송파구 오금로 지하402 (가락동),서울특별시 송파구 오금로 지하402 ,서울특별시 송파구 개롱역,37.4980749,127.1348432
170,2560,5,거여,서울특별시 송파구 오금로 지하499 (거여동),서울특별시 송파구 오금로 지하499 ,서울특별시 송파구 거여역,37.49413,127.14245
171,2561,5,마천,서울특별시 송파구 마천로57길 지하7 (마천동),서울특별시 송파구 마천로57길 지하7 ,서울특별시 송파구 마천역,37.4949531,127.1527241
172,2611,6,응암,서울특별시 은평구 증산로 지하477 (역촌동),서울특별시 은평구 증산로 지하477 ,서울특별시 은평구 응암역,37.59786,126.91558
173,2612,6,역촌,서울특별시 은평구 서오릉로 지하63 (녹번동),서울특별시 은평구 서오릉로 지하63 ,서울특별시 은평구 역촌역,37.60494,126.92191
174,2613,6,불광,서울특별시 은평구 통일로 지하 723-1 (대조동),서울특별시 은평구 통일로 지하 723-1 ,서울특별시 은평구 불광역,37.6094527,126.9305417
175,2614,6,독바위,서울특별시 은평구 불광로 지하129-1 (불광동),서울특별시 은평구 불광로 지하129-1 ,서울특별시 은평구 독바위역,37.6183872,126.9331625
176,2615,6,연신내,서울특별시 은평구 통일로 지하 849 (갈현동),서울특별시 은평구 통일로 지하 849 ,서울특별시 은평구 연신내역,37.61783,126.92187
177,2616,6,구산,서울특별시 은평구 연서로 지하137-1 (구산동),서울특별시 은평구 연서로 지하137-1 ,서울특별시 은평구 구산역,37.6111867,126.9173589
178,2617,6,새절,서울특별시 은평구 증산로 지하400 (신사동,서울특별시 은평구 증산로 지하400 ,서울특별시 은평구 새절역,37.5911,126.91338
179,2618,6,증산,서울특별시 은평구 증산로 지하306 (증산동),서울특별시 은평구 증산로 지하306 ,서울특별시 은평구 증산역,37.58379,126.90934
180,2619,6,디지털미디어시티,서울특별시 은평구 수색로 지하175 (증산동),서울특별시 은평구 수색로 지하175 ,서울특별시 은평구 디지털미디어시티역,37.577941,126.899788
181,2620,6,월드컵경기장,서울특별시 마포구 월드컵로 지하240 (성산동),서울특별시 마포구 월드컵로 지하240 ,서울특별시 마포구 월드컵경기장역,37.570178,126.8993144
182,2621,6,마포구청,서울특별시 마포구 월드컵로 지하190 (성산동),서울특별시 마포구 월드컵로 지하190 ,서울특별시 마포구 마포구청역,37.56222,126.9022
183,2622,6,망원,서울특별시 마포구 월드컵로 지하77 (망원동),서울특별시 마포구 월드컵로 지하77 ,서울특별시 마포구 망원역,37.5560254,126.9101277
184,2623,6,합정,서울특별시 마포구 양화로 지하 45 ,서울특별시 마포구 양화로 지하 45 ,서울특별시 마포구 합정역,37.5505421,126.915014
185,2624,6,상수,서울특별시 마포구 독막로 지하85 (상수동),서울특별시 마포구 독막로 지하85 ,서울특별시 마포구 상수역,37.54785,126.92153
186,2625,6,광흥창,서울특별시 마포구 독막로 지하 165,서울특별시 마포구 독막로 지하 165,서울특별시 마포구 광흥창역,37.54733,126.93055
187,2626,6,대흥,서울특별시 마포구 대흥로 지하 85,서울특별시 마포구 대흥로 지하 85,서울특별시 마포구 대흥역,37.5478903,126.9419137
188,2627,6,공덕,서울특별시 마포구 백범로 지하 200(공덕동),서울특별시 마포구 백범로 지하 200,서울특별시 마포구 공덕역,37.54346,126.95139
189,2628,6,효창공원앞,서울특별시 용산구 백범로 지하287 (효창동),서울특별시 용산구 백범로 지하287 ,서울특별시 용산구 효창공원앞역,37.5393268,126.9613795
190,2629,6,삼각지,서울특별시 용산구 한강대로 지하 180 (한강로1가),서울특별시 용산구 한강대로 지하 180 ,서울특별시 용산구 삼각지역,37.5356461,126.9738539
191,2630,6,녹사평,서울특별시 용산구 녹사평대로 지하195 (용산동4가),서울특별시 용산구 녹사평대로 지하195 ,서울특별시 용산구 녹사평역,37.5341054,126.9880853
192,2631,6,이태원,서울특별시 용산구 이태원로 지하177 (이태원동),서울특별시 용산구 이태원로 지하177 ,서울특별시 용산구 이태원역,37.5345026,126.9943705
193,2632,6,한강진,서울특별시 용산구 이태원로 지하287 (한남동),서울특별시 용산구 이태원로 지하287 ,서울특별시 용산구 한강진역,37.5408377,127.0016907
194,2633,6,버티고개,서울특별시 중구 다산로 지하38 (신당동),서울특별시 중구 다산로 지하38 ,서울특별시 중구 버티고개역,37.5479693,127.0069326
195,2634,6,약수,서울특별시 중구 다산로 지하 155 (신당동),서울특별시 중구 다산로 지하 155 ,서울특별시 중구 약수역,37.5547911,127.0106133
196,2635,6,청구,서울특별시 중구 청구로 지하77 (신당동),서울특별시 중구 청구로 지하77 ,서울특별시 중구 청구역,37.55994,127.01461
197,2636,6,신당,서울특별시 중구 퇴계로 지하 431-1 (신당동),서울특별시 중구 퇴계로 지하 431-1 ,서울특별시 중구 신당역,37.5653839,127.016252
198,2637,6,동묘앞,서울특별시 종로구 종로 359 (숭인동),서울특별시 종로구 종로 359 ,서울특별시 종로구 동묘앞역,37.5729947,127.015596
199,2638,6,창신,서울특별시 종로구 지봉로 지하112 (창신동),서울특별시 종로구 지봉로 지하112 ,서울특별시 종로구 창신역,37.5798042,127.0152468
200,2639,6,보문,서울특별시 성북구 보문로 지하116 (보문동1가),서울특별시 성북구 보문로 지하116 ,서울특별시 성북구 보문역,37.58543,127.02021
201,2640,6,안암,서울특별시 성북구 고려대로 지하89 (안암동5가),서울특별시 성북구 고려대로 지하89 ,서울특별시 성북구 안암역,37.5862886,127.0293703
202,2641,6,고려대,서울특별시 성북구 종암로 지하1 (종암동),서울특별시 성북구 종암로 지하1 ,서울특별시 성북구 고려대역,37.5901411,127.0362318
203,2642,6,월곡,서울특별시 성북구 월곡로 지하107 (하월곡동),서울특별시 성북구 월곡로 지하107 ,서울특별시 성북구 월곡역,37.60159,127.04153
204,2643,6,상월곡,서울특별시 성북구 화랑로 지하157 (상월곡동),서울특별시 성북구 화랑로 지하157 ,서울특별시 성북구 상월곡역,37.60592,127.04728
205,2644,6,돌곶이,서울특별시 성북구 화랑로 지하243 (석관동),서울특별시 성북구 화랑로 지하243 ,서울특별시 성북구 돌곶이역,37.61065,127.05633
206,2645,6,석계,서울특별시 노원구 화랑로 지하347-1 (월계동),서울특별시 노원구 화랑로 지하347-1 ,서울특별시 노원구 석계역,37.61481,127.06653
207,2646,6,태릉입구,서울특별시 노원구 동일로 지하992-1 (공릉동),서울특별시 노원구 동일로 지하992-1 ,서울특별시 노원구 태릉입구역,37.6195,127.07515
208,2647,6,화랑대,서울특별시 노원구 화랑로 지하510,서울특별시 노원구 화랑로 지하510,서울특별시 노원구 화랑대역,37.6197841,127.0837122
209,2648,6,봉화산,서울특별시 중랑구 신내로 지하232 (신내동),서울특별시 중랑구 신내로 지하232 ,서울특별시 중랑구 봉화산역,37.6174165,127.0910968
210,2649,6,신내,서울특별시 중랑구 용마산로136길 33,서울특별시 중랑구 용마산로136길 33,서울특별시 중랑구 신내역,37.6125994,127.10333981409465
211,2711,7,장암,경기도 의정부시 동일로 121 (장암동),경기도 의정부시 동일로 121 ,경기도 의정부시 장암역,37.7003,127.05499
212,2712,7,도봉산,서울특별시 도봉구 도봉로 964-40 (도봉동),서울특별시 도봉구 도봉로 964-40 ,서울특별시 도봉구 도봉산역,37.6890973,127.0463291
213,2713,7,수락산,서울특별시 노원구 동일로 지하1662 (상계동),서울특별시 노원구 동일로 지하1662 ,서울특별시 노원구 수락산역,37.6776718,127.0552006
214,2714,7,마들,서울특별시 노원구 동일로 지하1530-1 (상계동),서울특별시 노원구 동일로 지하1530-1 ,서울특별시 노원구 마들역,37.6651272,127.0575319
215,2715,7,노원,서울특별시 노원구 상계로 69-1 (상계동),서울특별시 노원구 상계로 69-1 ,서울특별시 노원구 노원역,37.6542994,127.0605783
216,2716,7,중계,서울특별시 노원구 동일로 지하1308-1 (중계동),서울특별시 노원구 동일로 지하1308-1 ,서울특별시 노원구 중계역,37.6472873,127.0628361
217,2717,7,하계,서울특별시 노원구 동일로 지하1196 (하계동),서울특별시 노원구 동일로 지하1196 ,서울특별시 노원구 하계역,37.63682,127.06943
218,2718,7,공릉,서울특별시 노원구 동일로 지하1074,서울특별시 노원구 동일로 지하1074,서울특별시 노원구 공릉역,37.6234239,127.0737263
219,2719,7,태릉입구,서울특별시 노원구 동일로 지하992-1 (공릉동),서울특별시 노원구 동일로 지하992-1 ,서울특별시 노원구 태릉입구역,37.6195,127.07515
220,2720,7,먹골,서울특별시 중랑구 동일로 지하901 (묵동),서울특별시 중랑구 동일로 지하901 ,서울특별시 중랑구 먹골역,37.609155,127.0778317
221,2721,7,중화,서울특별시 중랑구 동일로 지하797 (중화동),서울특별시 중랑구 동일로 지하797 ,서울특별시 중랑구 중화역,37.6016267,127.0795172
222,2722,7,상봉,서울특별시 중랑구 망우로 지하 297,서울특별시 중랑구 망우로 지하 297,서울특별시 중랑구 상봉역,37.5970314,127.0856555
223,2723,7,면목,서울특별시 중랑구 면목로 지하407(면목동 / 면목역),서울특별시 중랑구 면목로 지하407,서울특별시 중랑구 면목역,37.58851,127.08789
224,2724,7,사가정,서울특별시 중랑구 사가정로 지하393 (면목동),서울특별시 중랑구 사가정로 지하393 ,서울특별시 중랑구 사가정역,37.58069,127.0876
225,2725,7,용마산,서울특별시 중랑구 용마산로 지하227 (면목동),서울특별시 중랑구 용마산로 지하227 ,서울특별시 중랑구 용마산역,37.57336,127.08662
226,2726,7,중곡,서울특별시 광진구 능동로 지하417 (중곡동),서울특별시 광진구 능동로 지하417 ,서울특별시 광진구 중곡역,37.56603,127.0845
227,2727,7,군자,서울특별시 광진구 천호대로 지하550,서울특별시 광진구 천호대로 지하550,서울특별시 광진구 군자역,37.5572448,127.0795575
228,2728,7,어린이대공원,서울특별시 광진구 능동로 지하210 (화양동),서울특별시 광진구 능동로 지하210 ,서울특별시 광진구 어린이대공원역,37.5475998,127.0743915
229,2729,7,건대입구,서울특별시 광진구 능동로110(화양동6-3),서울특별시 광진구 능동로110,서울특별시 광진구 건대입구역,37.54088,127.06812
230,2730,7,뚝섬유원지,서울특별시 광진구 능동로 10 (자양동),서울특별시 광진구 능동로 10 ,서울특별시 광진구 뚝섬유원지역,37.5312584,127.0666031
231,2731,7,청담,서울특별시 강남구 학동로 지하508 (청담동),서울특별시 강남구 학동로 지하508 ,서울특별시 강남구 청담역,37.51772,127.05053
232,2732,7,강남구청,서울특별시 강남구 학동로 지하346 (삼성동),서울특별시 강남구 학동로 지하346 ,서울특별시 강남구 강남구청역,37.51829,127.04098
233,2733,7,학동,서울특별시 강남구 학동로 지하180 (논현동),서울특별시 강남구 학동로 지하180 ,서울특별시 강남구 학동역,37.5143207,127.0306851
234,2734,7,논현,서울특별시 강남구 학동로 지하102(논현동),서울특별시 강남구 학동로 지하102,서울특별시 강남구 논현역,37.5091245,127.0220049
235,2735,7,반포,서울특별시 서초구 신반포로 지하241(잠원동),서울특별시 서초구 신반포로 지하241,서울특별시 서초구 반포역,37.5081411,127.0115977
236,2736,7,고속터미널,서울특별시 서초구 신반포로 지하 188 (반포동),서울특별시 서초구 신반포로 지하 188 ,서울특별시 서초구 고속터미널역,37.5050827,127.0049777
237,2737,7,내방,서울특별시 서초구 서초대로 지하103 (방배동),서울특별시 서초구 서초대로 지하103 ,서울특별시 서초구 내방역,37.4876992,126.9936718
238,2738,7,이수,서울특별시 동작구 사당로 지하310 (사당동),서울특별시 동작구 사당로 지하310 ,서울특별시 동작구 이수역,37.48777,126.98252
239,2739,7,남성,서울특별시 동작구 사당로 지하218 (사당동),서울특별시 동작구 사당로 지하218 ,서울특별시 동작구 남성역,37.48492,126.97071
240,2740,7,숭실대입구,서울특별시 동작구 상도로 지하 378,서울특별시 동작구 상도로 지하 378,서울특별시 동작구 숭실대입구역,37.49737,126.9523
241,2741,7,상도,서울특별시 동작구 상도로 지하272 (상도1동),서울특별시 동작구 상도로 지하272 ,서울특별시 동작구 상도역,37.503216,126.9476726
242,2742,7,장승배기,서울특별시 동작구 상도로 지하188 (상도동),서울특별시 동작구 상도로 지하188 ,서울특별시 동작구 장승배기역,37.50466,126.93849
243,2743,7,신대방삼거리,서울특별시 동작구 상도로 지하76 (대방동) ,서울특별시 동작구 상도로 지하76 ,서울특별시 동작구 신대방삼거리역,37.499706,126.9282246
244,2744,7,보라매,서울특별시 동작구 상도로 지하2 (대방동),서울특별시 동작구 상도로 지하2 ,서울특별시 동작구 보라매역,37.49894,126.92015
245,2745,7,신풍,서울특별시 영등포구 신풍로 지하27 (신길동),서울특별시 영등포구 신풍로 지하27 ,서울특별시 영등포구 신풍역,37.5001811,126.9068472
246,2746,7,대림,서울특별시 영등포구 도림로 지하137,서울특별시 영등포구 도림로 지하137,서울특별시 영등포구 대림역,37.49466,126.89482
247,2747,7,남구로,서울특별시 구로구 도림로 지하7 (구로동),서울특별시 구로구 도림로 지하7 ,서울특별시 구로구 남구로역,37.4855,126.88697
248,2748,7,가산디지털단지,서울특별시 금천구 벚꽃로 309 (가산동),서울특별시 금천구 벚꽃로 309 ,서울특별시 금천구 가산디지털단지역,37.4816052,126.8809732
249,2749,7,철산,경기도 광명시 철산로 지하13 (철산동),경기도 광명시 철산로 지하13 ,경기도 광명시 철산역,37.47603,126.86711
250,2750,7,광명사거리,경기도 광명시 오리로 지하980(광명동),경기도 광명시 오리로 지하980,경기도 광명시 광명사거리역,37.4789092,126.8557372
251,2751,7,천왕,서울특별시 구로구 오리로 지하1154(오류동),서울특별시 구로구 오리로 지하1154,서울특별시 구로구 천왕역,37.4864625,126.8384565
252,2752,7,온수,서울특별시 구로구 경인로3길 지하64 (온수동),서울특별시 구로구 경인로3길 지하64 ,서울특별시 구로구 온수역,37.4924499,126.82405894754564
253,2753,7,까치울,경기도 부천시 길주로 626 ,경기도 부천시 길주로 626 ,경기도 부천시 까치울역,37.5062407,126.8113842
254,2754,7,부천종합운동장,경기도 부천시 길주로 지하 502 ,경기도 부천시 길주로 지하 502 ,경기도 부천시 부천종합운동장역,37.5054566,126.7972885
255,2755,7,춘의,경기도 부천시 길주로 지하 406 ,경기도 부천시 길주로 지하 406 ,경기도 부천시 춘의역,37.5037314,126.7872014
256,2756,7,신중동,경기도 부천시 길주로 314 ,경기도 부천시 길주로 314 ,경기도 부천시 신중동역,37.4867257,126.76397535000001
257,2757,7,부천시청,경기도 부천시 길주로 202 ,경기도 부천시 길주로 202 ,경기도 부천시 부천시청역,37.5047696,126.7631949
258,2758,7,상동,경기도 부천시 길주로 104 ,경기도 부천시 길주로 104 ,경기도 부천시 상동역,37.5058355,126.7531743
259,2759,7,삼산체육관,인천광역시 부평구 길주로 지하713 (삼산동),인천광역시 부평구 길주로 지하713 ,인천광역시 부평구 삼산체육관역,37.506496,126.7423475
260,2760,7,굴포천,인천광역시 부평구 길주로 지하623 (삼산동),인천광역시 부평구 길주로 지하623 ,인천광역시 부평구 굴포천역,37.5070226,126.731337
261,2761,7,부평구청,인천광역시 부평구 길주로 지하527(갈산동),인천광역시 부평구 길주로 지하527,인천광역시 부평구 부평구청역,37.5079346,126.7205642
262,2811,8,암사,서울특별시 강동구 올림픽로 지하776 (암사동),서울특별시 강동구 올림픽로 지하776 ,서울특별시 강동구 암사역,,
263,2812,8,천호,서울특별시 강동구 천호대로 지하997 (천호동),서울특별시 강동구 천호대로 지하997 ,서울특별시 강동구 천호역,37.53595,127.12271
264,2813,8,강동구청,서울특별시 강동구 올림픽로 지하550 (성내동),서울특별시 강동구 올림픽로 지하550 ,서울특별시 강동구 강동구청역,37.5306942,127.1206234
265,2814,8,몽촌토성,서울특별시 송파구 올림픽로 지하383,서울특별시 송파구 올림픽로 지하383,서울특별시 송파구 몽촌토성역,37.5185895,127.1131442
266,2815,8,잠실,서울특별시 송파구 올림픽로 지하 265 (잠실동),서울특별시 송파구 올림픽로 지하 265 ,서울특별시 송파구 잠실역,37.5136978,127.1002166
267,2816,8,석촌,서울특별시 송파구 송파대로 지하439 (석촌동),서울특별시 송파구 송파대로 지하439 ,서울특별시 송파구 석촌역,37.5154492,127.12108503579435
268,2817,8,송파,서울특별시 송파구 송파대로 지하354 (가락동),서울특별시 송파구 송파대로 지하354 ,서울특별시 송파구 송파역,37.5154492,127.12108503579435
269,2818,8,가락시장,서울특별시 송파구 송파대로 지하 257 (가락동),서울특별시 송파구 송파대로 지하 257 ,서울특별시 송파구 가락시장역,37.49274,127.11969
270,2819,8,문정,서울특별시 송파구 송파대로 지하179 (문정동),서울특별시 송파구 송파대로 지하179 ,서울특별시 송파구 문정역,37.48758,127.12189
271,2820,8,장지,서울특별시 송파구 송파대로 지하82 (장지동),서울특별시 송파구 송파대로 지하82 ,서울특별시 송파구 장지역,37.47741,127.12644
272,2821,8,복정,서울특별시 송파구 송파대로 지하6 (장지동),서울특별시 송파구 송파대로 지하6 ,서울특별시 송파구 복정역,37.47003,127.12691
273,2822,8,산성,경기도 성남시 수정구 수정로 지하365(신흥동),경기도 성남시 수정구 수정로 지하365,경기도 성남시 산성역,,
274,2823,8,남한산성입구,경기도 성남시 수정구 산성대로 지하 445,경기도 성남시 수정구 산성대로 지하 445,경기도 성남시 남한산성입구역,37.4515531,127.1598132
275,2824,8,단대오거리,경기도 성남시 수정구 산성대로 지하365 (신흥동),경기도 성남시 수정구 산성대로 지하365 ,경기도 성남시 단대오거리역,37.4450845,127.1567783
276,2825,8,신흥,경기도 성남시 수정구 산성대로 지하280 (신흥동),경기도 성남시 수정구 산성대로 지하280 ,경기도 성남시 신흥역,,
277,2826,8,수진,경기도 성남시 수정구 산성대로 지하200 (수진동),경기도 성남시 수정구 산성대로 지하200 ,경기도 성남시 수진역,,
278,2827,8,모란,경기도 성남시 수정구 산성대로 지하100 (수진동),경기도 성남시 수정구 산성대로 지하100 ,경기도 성남시 모란역,37.4313656,127.1290301
279,4126,9,언주,서울특별시 강남구 봉은사로 지하 201,서울특별시 강남구 봉은사로 지하 201,서울특별시 강남구 언주역,37.507321,127.0338746
280,4127,9,선정릉,서울특별시 강남구 선릉로 지하 580,서울특별시 강남구 선릉로 지하 580,서울특별시 강남구 선정릉역,37.5107312,127.0436945
281,4128,9,삼성중앙,서울특별시 강남구 봉은사로 지하 501,서울특별시 강남구 봉은사로 지하 501,서울특별시 강남구 삼성중앙역,37.5130955,127.0534747
282,4129,9,봉은사,서울특별시 강남구 봉은사로 지하 601,서울특별시 강남구 봉은사로 지하 601,서울특별시 강남구 봉은사역,37.5151321,127.05679437279517
283,4130,9,종합운동장,서울특별시 송파구 올림픽로 지하 23 (잠실동),서울특별시 송파구 올림픽로 지하 23 ,서울특별시 송파구 종합운동장역,37.5110748,127.0737076
284,4131,9,삼전,서울특별시 송파구 백제고분로 187,서울특별시 송파구 백제고분로 187,서울특별시 송파구 삼전역,37.5045347,127.0872078
285,4132,9,석촌고분,서울특별시 송파구 삼학사로 53,서울특별시 송파구 삼학사로 53,서울특별시 송파구 석촌고분역,37.5024441,127.0966143
286,4133,9,석촌,서울특별시 송파구 송파대로 439,서울특별시 송파구 송파대로 439,서울특별시 송파구 석촌역,37.5154492,127.12108503579435
287,4134,9,송파나루,서울특별시 송파구 오금로 165,서울특별시 송파구 오금로 165,서울특별시 송파구 송파나루역,37.5096527,127.1130858
288,4135,9,한성백제,서울특별시 송파구 위례성대로 51,서울특별시 송파구 위례성대로 51,서울특별시 송파구 한성백제역,37.5166702,127.1162125
289,4136,9,올림픽공원,서울특별시 송파구 양재대로 1233,서울특별시 송파구 양재대로 1233,서울특별시 송파구 올림픽공원역,37.5165067,127.1308993
290,4137,9,둔촌오륜,서울특별시 송파구 강동대로 327,서울특별시 송파구 강동대로 327,서울특별시 송파구 둔촌오륜역,37.5213841,127.1335719
291,4138,9,중앙보훈병원,서울특별시 강동구 명일로 117,서울특별시 강동구 명일로 117,서울특별시 강동구 중앙보훈병원역,37.5282799,127.1482582
